  
       XFOIL         Version 6.99
  
 Calculated polar for: AG26 Bubble Dancer DLG by Mark Drela | The AG2x 
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.0192   0.01569   0.00800  -0.0498   1.0000   0.7075
  -1.500   0.0314   0.01479   0.00648  -0.0484   1.0000   1.0000
  -1.000   0.0831   0.01507   0.00596  -0.0487   1.0000   1.0000
  -0.500   0.1330   0.01551   0.00588  -0.0488   1.0000   1.0000
   0.000   0.1811   0.01612   0.00614  -0.0490   1.0000   1.0000
   0.500   0.2275   0.01696   0.00671  -0.0494   1.0000   1.0000
   1.000   0.2718   0.01807   0.00769  -0.0502   1.0000   1.0000
   1.500   0.3137   0.01955   0.00910  -0.0513   1.0000   1.0000
   2.000   0.3977   0.02148   0.01110  -0.0607   0.9768   1.0000
   2.500   0.5288   0.02264   0.01258  -0.0759   0.9174   1.0000
   3.000   0.6349   0.02264   0.01304  -0.0825   0.8554   1.0000
   3.500   0.7053   0.02226   0.01294  -0.0804   0.7900   1.0000
   4.000   0.7559   0.02214   0.01302  -0.0745   0.7174   1.0000
   4.500   0.8017   0.02228   0.01313  -0.0680   0.6376   1.0000
   5.000   0.8456   0.02302   0.01380  -0.0625   0.5479   1.0000
   5.500   0.8899   0.02429   0.01476  -0.0578   0.4563   1.0000
   6.000   0.9333   0.02640   0.01664  -0.0541   0.3649   1.0000
   6.500   0.9768   0.02933   0.01945  -0.0511   0.2858   1.0000
   7.000   1.0210   0.03297   0.02296  -0.0485   0.2239   1.0000
   7.500   1.0616   0.03776   0.02820  -0.0459   0.1753   1.0000
   8.000   1.0985   0.04367   0.03451  -0.0433   0.1396   1.0000
   8.500   1.1286   0.05073   0.04216  -0.0408   0.1149   1.0000
   9.000   1.1282   0.06209   0.05500  -0.0382   0.1105   1.0000
   9.500   1.1195   0.07229   0.06586  -0.0370   0.1050   1.0000
  10.000   1.1020   0.08300   0.07685  -0.0369   0.1019   1.0000
  11.000   0.9006   0.14503   0.13850  -0.0928   0.2838   1.0000
  11.500   0.9032   0.15405   0.14754  -0.0946   0.2695   1.0000
  12.000   0.9155   0.16344   0.15696  -0.0950   0.2488   1.0000
  12.500   0.9138   0.17081   0.16430  -0.0976   0.2304   1.0000
  13.000   0.9207   0.17922   0.17271  -0.1000   0.2169   1.0000
  13.500   0.9311   0.18736   0.18085  -0.1020   0.2003   1.0000
  14.500   0.9512   0.20317   0.19663  -0.1076   0.1735   1.0000
  15.000   0.9621   0.21109   0.20453  -0.1112   0.1640   1.0000
