  
       XFOIL         Version 6.99
  
 Calculated polar for: AG04                                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.4573   0.12438   0.11793   0.0133   1.0000   0.1676
  -9.000  -0.5762   0.12143   0.11475   0.0225   1.0000   0.1727
  -8.500  -0.5714   0.11486   0.10829   0.0200   1.0000   0.1872
  -8.000  -0.5711   0.10880   0.10238   0.0167   1.0000   0.2019
  -7.000  -0.5421   0.09312   0.08684   0.0152   1.0000   0.2415
  -6.500  -0.5258   0.08545   0.07928   0.0137   1.0000   0.2659
  -6.000  -0.5137   0.07854   0.07248   0.0091   1.0000   0.3007
  -5.500  -0.4907   0.07140   0.06543   0.0129   1.0000   0.3520
  -5.000  -0.4701   0.06457   0.05871   0.0169   1.0000   0.4156
  -4.500  -0.3490   0.03688   0.02803  -0.0377   1.0000   0.1186
  -4.000  -0.2951   0.02996   0.02030  -0.0379   1.0000   0.1275
  -3.500  -0.2391   0.02486   0.01429  -0.0372   1.0000   0.1614
  -3.000  -0.1862   0.02095   0.01042  -0.0355   1.0000   0.2448
  -2.500  -0.1363   0.01769   0.00803  -0.0332   1.0000   0.4343
  -2.000  -0.0747   0.01413   0.00581  -0.0308   1.0000   1.0000
  -1.500  -0.0240   0.01409   0.00494  -0.0302   1.0000   1.0000
  -1.000   0.0248   0.01414   0.00443  -0.0293   1.0000   1.0000
  -0.500   0.0726   0.01428   0.00422  -0.0283   1.0000   1.0000
   0.000   0.1194   0.01453   0.00423  -0.0274   1.0000   1.0000
   0.500   0.1649   0.01494   0.00451  -0.0266   1.0000   1.0000
   1.000   0.2091   0.01559   0.00512  -0.0263   1.0000   1.0000
   1.500   0.2510   0.01659   0.00615  -0.0266   1.0000   1.0000
   2.000   0.2892   0.01814   0.00780  -0.0280   1.0000   1.0000
   2.500   0.4604   0.01922   0.00948  -0.0513   0.9167   1.0000
   3.000   0.5542   0.01912   0.00980  -0.0539   0.8219   1.0000
   3.500   0.6010   0.01943   0.01011  -0.0472   0.7275   1.0000
