  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (original)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.277 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.3671   0.01009   0.00390  -0.1224   0.9455   0.3165
  -1.500   0.4345   0.00944   0.00363  -0.1247   0.9329   0.4453
  -0.500   0.5458   0.00773   0.00310  -0.1229   0.8933   1.0000
   0.000   0.6010   0.00769   0.00292  -0.1220   0.8615   1.0000
   0.500   0.6558   0.00777   0.00285  -0.1212   0.8269   1.0000
   1.000   0.7100   0.00796   0.00291  -0.1204   0.7904   1.0000
   1.500   0.7638   0.00824   0.00305  -0.1195   0.7508   1.0000
   2.000   0.8172   0.00860   0.00330  -0.1187   0.7094   1.0000
   2.500   0.8697   0.00900   0.00360  -0.1178   0.6621   1.0000
   3.000   0.9200   0.00953   0.00395  -0.1165   0.5962   1.0000
   3.500   0.9689   0.01029   0.00445  -0.1151   0.5267   1.0000
   4.000   1.0115   0.01159   0.00514  -0.1127   0.3868   1.0000
   4.500   1.0499   0.01375   0.00638  -0.1104   0.1998   1.0000
   5.000   1.0873   0.01622   0.00800  -0.1079   0.0534   1.0000
   5.500   1.1273   0.01843   0.01014  -0.1050   0.0260   1.0000
   6.000   1.1629   0.02102   0.01294  -0.1014   0.0223   1.0000
   6.500   1.2001   0.02349   0.01561  -0.0981   0.0192   1.0000
   7.000   1.2374   0.02684   0.01925  -0.0948   0.0178   1.0000
   7.500   1.2781   0.03142   0.02426  -0.0920   0.0174   1.0000
   8.000   1.3124   0.03643   0.02978  -0.0887   0.0165   1.0000
   8.500   1.3267   0.04672   0.04131  -0.0816   0.0195   1.0000
