  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (original)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.049 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.1456   0.02391   0.01291  -0.0847   1.0000   0.3866
  -1.500   0.1990   0.02120   0.01193  -0.0832   1.0000   0.7251
  -1.000   0.2352   0.02159   0.01171  -0.0816   1.0000   1.0000
  -0.500   0.2805   0.02288   0.01253  -0.0819   1.0000   1.0000
   0.000   0.3230   0.02443   0.01382  -0.0822   1.0000   1.0000
   0.500   0.3629   0.02628   0.01551  -0.0826   1.0000   1.0000
   1.000   0.4005   0.02843   0.01759  -0.0831   1.0000   1.0000
   1.500   0.4708   0.03085   0.02003  -0.0898   0.9843   1.0000
   2.000   0.5569   0.03310   0.02242  -0.0988   0.9549   1.0000
   2.500   0.6374   0.03520   0.02479  -0.1062   0.9255   1.0000
   3.000   0.7206   0.03649   0.02645  -0.1123   0.8852   1.0000
   3.500   0.8246   0.03541   0.02598  -0.1175   0.8316   1.0000
   4.000   0.9178   0.03396   0.02530  -0.1200   0.7877   1.0000
   4.500   1.0103   0.03065   0.02289  -0.1185   0.7332   1.0000
   5.000   1.0816   0.02602   0.01875  -0.1094   0.6239   1.0000
   5.500   1.1032   0.02606   0.01785  -0.0968   0.4128   1.0000
   6.000   1.1048   0.03256   0.02206  -0.0873   0.1857   1.0000
   6.500   1.1524   0.03894   0.02801  -0.0843   0.1115   1.0000
   7.000   1.2093   0.04581   0.03504  -0.0833   0.0931   1.0000
   7.500   1.2424   0.05358   0.04406  -0.0792   0.0867   1.0000
   8.000   1.2571   0.06296   0.05464  -0.0741   0.0873   1.0000
   8.500   1.2523   0.07280   0.06537  -0.0688   0.0893   1.0000
   9.000   1.2361   0.08277   0.07591  -0.0642   0.0912   1.0000
   9.500   1.1668   0.09255   0.08638  -0.0594   0.0967   1.0000
  10.000   1.1005   0.10694   0.10091  -0.0645   0.1014   1.0000
  10.500   0.8748   0.11903   0.11325  -0.0594   0.1162   1.0000
  11.500   0.9815   0.17371   0.16742  -0.1136   0.2421   1.0000
  12.000   0.9886   0.18214   0.17582  -0.1156   0.2259   1.0000
  12.500   0.9953   0.19056   0.18420  -0.1183   0.2136   1.0000
  13.000   1.0137   0.20060   0.19424  -0.1200   0.2040   1.0000
  13.500   1.0365   0.21136   0.20502  -0.1209   0.1907   1.0000
  14.000   1.0326   0.21567   0.20927  -0.1261   0.1786   1.0000
  14.500   1.0379   0.22223   0.21576  -0.1308   0.1681   1.0000
  15.000   1.0542   0.23106   0.22458  -0.1337   0.1598   1.0000
