  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (original)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.174 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.3014   0.01382   0.00674  -0.1120   0.9649   0.3349
  -1.500   0.3770   0.01294   0.00654  -0.1164   0.9532   0.5268
  -1.000   0.4452   0.01160   0.00609  -0.1180   0.9400   1.0000
  -0.500   0.5209   0.01125   0.00559  -0.1216   0.9252   1.0000
   0.000   0.5883   0.01096   0.00523  -0.1233   0.9065   1.0000
   0.500   0.6520   0.01054   0.00477  -0.1237   0.8812   1.0000
   1.000   0.7078   0.01039   0.00457  -0.1226   0.8479   1.0000
   1.500   0.7632   0.01040   0.00454  -0.1215   0.8129   1.0000
   2.000   0.8168   0.01058   0.00469  -0.1203   0.7734   1.0000
   2.500   0.8699   0.01088   0.00495  -0.1191   0.7323   1.0000
   3.000   0.9215   0.01126   0.00531  -0.1177   0.6847   1.0000
   3.500   0.9703   0.01173   0.00565  -0.1156   0.6191   1.0000
   4.000   1.0165   0.01250   0.00620  -0.1132   0.5372   1.0000
   4.500   1.0534   0.01404   0.00701  -0.1096   0.3685   1.0000
   5.000   1.0853   0.01672   0.00865  -0.1062   0.1821   1.0000
   5.500   1.1115   0.02067   0.01170  -0.1014   0.0437   1.0000
   6.000   1.1449   0.02352   0.01462  -0.0976   0.0328   1.0000
   6.500   1.1811   0.02687   0.01816  -0.0939   0.0295   1.0000
   7.000   1.2230   0.03036   0.02184  -0.0915   0.0260   1.0000
   7.500   1.2671   0.03603   0.02788  -0.0897   0.0243   1.0000
   8.000   1.3034   0.04197   0.03463  -0.0860   0.0250   1.0000
   8.500   1.3088   0.05304   0.04713  -0.0781   0.0297   1.0000
