  
       XFOIL         Version 6.99
  
 Calculated polar for: AG04                                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.275 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.0675   0.00841   0.00240  -0.0325   1.0000   0.3162
  -1.500  -0.0165   0.00741   0.00229  -0.0320   1.0000   0.5598
  -1.000   0.0362   0.00628   0.00225  -0.0305   1.0000   1.0000
  -0.500   0.1217   0.00630   0.00208  -0.0369   0.9809   1.0000
   0.000   0.2017   0.00627   0.00189  -0.0416   0.9437   1.0000
   0.500   0.2598   0.00631   0.00176  -0.0410   0.8865   1.0000
   1.000   0.3090   0.00651   0.00169  -0.0385   0.8185   1.0000
   1.500   0.3593   0.00684   0.00169  -0.0366   0.7469   1.0000
   2.000   0.4110   0.00724   0.00179  -0.0352   0.6734   1.0000
   2.500   0.4632   0.00772   0.00195  -0.0341   0.5966   1.0000
   3.000   0.5157   0.00826   0.00221  -0.0332   0.5164   1.0000
   3.500   0.5683   0.00889   0.00254  -0.0325   0.4356   1.0000
   4.000   0.6208   0.00960   0.00299  -0.0320   0.3593   1.0000
   4.500   0.6734   0.01036   0.00353  -0.0315   0.2900   1.0000
   5.000   0.7258   0.01117   0.00420  -0.0310   0.2271   1.0000
   5.500   0.7777   0.01210   0.00497  -0.0306   0.1687   1.0000
   6.000   0.8286   0.01327   0.00598  -0.0301   0.1129   1.0000
   6.500   0.8784   0.01474   0.00735  -0.0293   0.0672   1.0000
   7.000   0.9264   0.01663   0.00928  -0.0283   0.0414   1.0000
   7.500   0.9692   0.01974   0.01252  -0.0266   0.0272   1.0000
   8.000   1.0156   0.02182   0.01489  -0.0253   0.0203   1.0000
   8.500   1.0537   0.02655   0.02016  -0.0229   0.0166   1.0000
   9.000   1.0881   0.03195   0.02626  -0.0205   0.0149   1.0000
   9.500   1.1060   0.03995   0.03521  -0.0175   0.0146   1.0000
  10.000   1.1190   0.04567   0.04145  -0.0156   0.0134   1.0000
  10.500   1.1110   0.05230   0.04853  -0.0138   0.0124   1.0000
  11.000   1.0780   0.06150   0.05815  -0.0161   0.0124   1.0000
