  
       XFOIL         Version 6.99
  
 Calculated polar for: AG16                                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.275 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.0283   0.00809   0.00247  -0.0465   1.0000   0.4330
  -1.500   0.0248   0.00772   0.00247  -0.0463   1.0000   0.5445
  -1.000   0.1032   0.00704   0.00240  -0.0510   0.9842   0.7188
  -0.500   0.1798   0.00631   0.00216  -0.0541   0.9576   1.0000
   0.000   0.2466   0.00629   0.00196  -0.0556   0.9148   1.0000
   0.500   0.2992   0.00639   0.00184  -0.0539   0.8589   1.0000
   1.000   0.3503   0.00662   0.00179  -0.0520   0.7971   1.0000
   1.500   0.4024   0.00696   0.00183  -0.0505   0.7338   1.0000
   2.000   0.4553   0.00735   0.00194  -0.0494   0.6686   1.0000
   2.500   0.5086   0.00779   0.00212  -0.0486   0.6032   1.0000
   3.000   0.5619   0.00829   0.00240  -0.0478   0.5362   1.0000
   3.500   0.6152   0.00886   0.00273  -0.0472   0.4674   1.0000
   4.000   0.6682   0.00951   0.00317  -0.0467   0.3949   1.0000
   4.500   0.7209   0.01027   0.00370  -0.0462   0.3226   1.0000
   5.000   0.7731   0.01114   0.00438  -0.0457   0.2514   1.0000
   5.500   0.8249   0.01214   0.00519  -0.0452   0.1850   1.0000
   6.500   0.9244   0.01508   0.00774  -0.0439   0.0629   1.0000
   7.000   0.9712   0.01724   0.00987  -0.0427   0.0329   1.0000
   7.500   1.0141   0.02023   0.01306  -0.0409   0.0202   1.0000
   8.000   1.0574   0.02313   0.01624  -0.0390   0.0156   1.0000
   8.500   1.0913   0.02903   0.02269  -0.0363   0.0137   1.0000
   9.000   1.1171   0.03673   0.03123  -0.0333   0.0136   1.0000
   9.500   1.1335   0.04400   0.03926  -0.0305   0.0137   1.0000
  10.500   1.0263   0.04909   0.04556  -0.0167   0.0138   1.0000
  11.000   0.9872   0.05886   0.05569  -0.0194   0.0141   1.0000
  11.500   0.9101   0.08046   0.07783  -0.0313   0.0158   1.0000
  12.500   0.7731   0.12880   0.12627  -0.0534   0.0186   1.0000
  13.000   0.7451   0.13962   0.13705  -0.0569   0.0200   1.0000
