  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.214 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.1741   0.01356   0.00637  -0.1046   0.9751   0.1900
  -1.500   0.2521   0.01291   0.00598  -0.1095   0.9654   0.2638
  -1.000   0.3346   0.01211   0.00565  -0.1154   0.9576   0.3874
  -0.500   0.4061   0.01069   0.00542  -0.1185   0.9466   0.7210
   0.000   0.4755   0.00990   0.00483  -0.1203   0.9324   1.0000
   0.500   0.5445   0.00958   0.00439  -0.1224   0.9164   1.0000
   1.000   0.6046   0.00939   0.00413  -0.1225   0.8935   1.0000
   1.500   0.6629   0.00928   0.00396  -0.1221   0.8679   1.0000
   2.000   0.7185   0.00929   0.00390  -0.1212   0.8373   1.0000
   2.500   0.7709   0.00934   0.00381  -0.1193   0.7914   1.0000
   3.000   0.8235   0.00960   0.00394  -0.1178   0.7472   1.0000
   3.500   0.8759   0.00997   0.00424  -0.1166   0.7045   1.0000
   4.000   0.9271   0.01041   0.00459  -0.1151   0.6551   1.0000
   4.500   0.9756   0.01098   0.00500  -0.1130   0.5877   1.0000
   5.000   1.0216   0.01177   0.00553  -0.1107   0.4962   1.0000
   5.500   1.0573   0.01364   0.00646  -0.1071   0.2968   1.0000
   6.000   1.0886   0.01663   0.00833  -0.1036   0.1117   1.0000
   6.500   1.1235   0.01934   0.01069  -0.1000   0.0528   1.0000
   7.000   1.1588   0.02192   0.01336  -0.0963   0.0411   1.0000
   7.500   1.1938   0.02504   0.01657  -0.0928   0.0342   1.0000
   8.000   1.2360   0.02812   0.01990  -0.0901   0.0308   1.0000
   8.500   1.2786   0.03187   0.02393  -0.0878   0.0282   1.0000
   9.000   1.3137   0.03874   0.03138  -0.0850   0.0257   1.0000
   9.500   1.3366   0.04505   0.03849  -0.0801   0.0253   1.0000
  10.000   1.3440   0.05504   0.04921  -0.0746   0.0262   1.0000
  10.500   1.3450   0.06037   0.05517  -0.0678   0.0269   1.0000
  11.000   1.1655   0.06326   0.05927  -0.0419   0.0312   1.0000
  11.500   1.1062   0.07370   0.07010  -0.0385   0.0319   1.0000
  12.000   1.0447   0.08583   0.08255  -0.0400   0.0320   1.0000
  12.500   0.9788   0.10030   0.09727  -0.0464   0.0319   1.0000
  13.000   0.8973   0.11936   0.11651  -0.0577   0.0328   1.0000
