  
       XFOIL         Version 6.99
  
 Calculated polar for: AG26 Bubble Dancer DLG by Mark Drela | The AG2x 
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.1021   0.00697   0.00180  -0.0716   0.9557   0.2512
  -1.500   0.1578   0.00632   0.00160  -0.0713   0.9251   0.4226
  -1.000   0.2090   0.00581   0.00149  -0.0698   0.8885   0.5945
  -0.500   0.2513   0.00488   0.00140  -0.0657   0.8495   0.9333
   0.000   0.3096   0.00500   0.00126  -0.0657   0.8075   1.0000
   0.500   0.3641   0.00521   0.00120  -0.0650   0.7637   1.0000
   1.000   0.4188   0.00546   0.00120  -0.0644   0.7178   1.0000
   1.500   0.4736   0.00574   0.00126  -0.0639   0.6691   1.0000
   2.000   0.5282   0.00608   0.00136  -0.0635   0.6152   1.0000
   2.500   0.5824   0.00649   0.00151  -0.0630   0.5546   1.0000
   3.000   0.6366   0.00696   0.00174  -0.0626   0.4886   1.0000
   3.500   0.6903   0.00752   0.00203  -0.0623   0.4186   1.0000
   4.000   0.7438   0.00815   0.00242  -0.0620   0.3507   1.0000
   4.500   0.7970   0.00883   0.00287  -0.0616   0.2879   1.0000
   5.000   0.8498   0.00956   0.00342  -0.0613   0.2297   1.0000
   5.500   0.9020   0.01038   0.00405  -0.0609   0.1739   1.0000
   6.000   0.9535   0.01132   0.00482  -0.0604   0.1230   1.0000
   6.500   1.0044   0.01232   0.00569  -0.0599   0.0853   1.0000
   7.000   1.0548   0.01337   0.00666  -0.0593   0.0564   1.0000
   7.500   1.1035   0.01469   0.00793  -0.0584   0.0315   1.0000
   8.000   1.1505   0.01632   0.00965  -0.0572   0.0168   1.0000
   8.500   1.1935   0.01860   0.01216  -0.0554   0.0110   1.0000
   9.000   1.2282   0.02206   0.01593  -0.0528   0.0081   1.0000
   9.500   1.2673   0.02450   0.01872  -0.0507   0.0072   1.0000
  10.000   1.2995   0.02782   0.02242  -0.0480   0.0063   1.0000
  10.500   1.3243   0.03171   0.02670  -0.0449   0.0057   1.0000
  11.000   1.3352   0.03669   0.03215  -0.0408   0.0055   1.0000
  11.500   1.3229   0.04248   0.03843  -0.0355   0.0054   1.0000
  12.000   1.2972   0.05044   0.04690  -0.0338   0.0054   1.0000
  12.500   1.2627   0.06225   0.05920  -0.0384   0.0055   1.0000
  13.000   1.2203   0.07871   0.07610  -0.0488   0.0057   1.0000
  13.500   1.1736   0.09863   0.09636  -0.0615   0.0059   1.0000
  14.000   1.1166   0.12297   0.12098  -0.0755   0.0062   1.0000
  14.500   1.0232   0.16254   0.16062  -0.0948   0.0074   1.0000
