  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.026 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.0113   0.03343   0.02135  -0.0709   1.0000   0.4389
  -1.500   0.0459   0.03020   0.01788  -0.0709   1.0000   0.5451
  -1.000   0.0925   0.02678   0.01506  -0.0675   1.0000   0.7287
  -0.500   0.1665   0.02558   0.01256  -0.0751   1.0000   1.0000
   0.000   0.2165   0.02657   0.01263  -0.0759   1.0000   1.0000
   0.500   0.2620   0.02775   0.01324  -0.0761   1.0000   1.0000
   1.000   0.3050   0.02915   0.01428  -0.0761   1.0000   1.0000
   1.500   0.3459   0.03079   0.01569  -0.0762   1.0000   1.0000
   2.000   0.3850   0.03269   0.01748  -0.0763   1.0000   1.0000
   2.500   0.4223   0.03486   0.01963  -0.0766   1.0000   1.0000
   3.000   0.4578   0.03731   0.02213  -0.0771   1.0000   1.0000
   3.500   0.4917   0.04005   0.02503  -0.0777   1.0000   1.0000
   4.000   0.5238   0.04310   0.02826  -0.0784   1.0000   1.0000
   4.500   0.5541   0.04649   0.03190  -0.0793   1.0000   1.0000
   5.000   0.5822   0.05029   0.03606  -0.0804   1.0000   1.0000
   5.500   0.6078   0.05457   0.04070  -0.0819   1.0000   1.0000
   6.000   0.6908   0.06120   0.04819  -0.0952   0.9506   1.0000
   6.500   0.8493   0.06590   0.05442  -0.1122   0.7976   1.0000
   7.000   1.1207   0.04255   0.03171  -0.0857   0.3559   1.0000
   7.500   1.1617   0.04928   0.03782  -0.0803   0.2581   1.0000
   8.500   1.2189   0.06715   0.05708  -0.0739   0.2039   1.0000
   9.000   1.2075   0.07818   0.06902  -0.0707   0.2032   1.0000
   9.500   1.1832   0.08994   0.08126  -0.0689   0.2052   1.0000
  10.000   1.1034   0.10434   0.09576  -0.0717   0.2182   1.0000
  10.500   1.0517   0.12285   0.11418  -0.0826   0.2340   1.0000
  11.000   0.9991   0.14288   0.13390  -0.0978   0.2740   1.0000
  11.500   0.9213   0.16709   0.15777  -0.1279   0.5176   1.0000
  12.000   0.9182   0.17381   0.16447  -0.1293   0.5104   1.0000
  12.500   0.9378   0.18347   0.17424  -0.1308   0.4869   1.0000
  13.000   0.9478   0.19059   0.18138  -0.1320   0.4643   1.0000
  13.500   0.9692   0.20067   0.19150  -0.1339   0.4450   1.0000
