  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.174 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.1332   0.01526   0.00763  -0.0973   0.9862   0.1862
  -1.500   0.2144   0.01467   0.00727  -0.1031   0.9758   0.2612
  -1.000   0.2951   0.01397   0.00704  -0.1087   0.9646   0.3807
  -0.500   0.3688   0.01208   0.00677  -0.1118   0.9555   0.9317
   0.000   0.4480   0.01182   0.00624  -0.1164   0.9405   1.0000
   0.500   0.5234   0.01151   0.00580  -0.1200   0.9247   1.0000
   1.000   0.5932   0.01117   0.00540  -0.1221   0.9063   1.0000
   1.500   0.6585   0.01087   0.00508  -0.1231   0.8855   1.0000
   2.000   0.7176   0.01071   0.00490  -0.1228   0.8594   1.0000
   2.500   0.7712   0.01063   0.00479  -0.1210   0.8213   1.0000
   3.000   0.8235   0.01066   0.00470  -0.1189   0.7756   1.0000
   3.500   0.8760   0.01096   0.00497  -0.1174   0.7338   1.0000
   4.000   0.9276   0.01134   0.00529  -0.1157   0.6879   1.0000
   4.500   0.9763   0.01181   0.00568  -0.1135   0.6253   1.0000
   5.000   1.0222   0.01248   0.00615  -0.1108   0.5420   1.0000
   5.500   1.0607   0.01383   0.00687  -0.1072   0.3841   1.0000
   6.000   1.0858   0.01721   0.00881  -0.1026   0.1465   1.0000
   6.500   1.1163   0.02043   0.01146  -0.0984   0.0642   1.0000
   7.000   1.1503   0.02322   0.01423  -0.0945   0.0483   1.0000
   7.500   1.1882   0.02637   0.01758  -0.0912   0.0409   1.0000
   8.000   1.2320   0.03138   0.02265  -0.0893   0.0353   1.0000
   8.500   1.2762   0.03574   0.02761  -0.0867   0.0338   1.0000
   9.000   1.3104   0.04056   0.03318  -0.0830   0.0311   1.0000
   9.500   1.3289   0.04803   0.04157  -0.0775   0.0309   1.0000
  10.000   1.3234   0.05766   0.05212  -0.0702   0.0328   1.0000
  10.500   1.2110   0.05702   0.05219  -0.0496   0.0334   1.0000
  11.000   1.1635   0.06579   0.06136  -0.0422   0.0343   1.0000
