  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (original)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.271 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.3652   0.01023   0.00401  -0.1221   0.9463   0.3191
  -1.500   0.4337   0.00955   0.00372  -0.1247   0.9344   0.4498
  -1.000   0.4856   0.00801   0.00350  -0.1229   0.9169   1.0000
  -0.500   0.5459   0.00784   0.00317  -0.1231   0.8955   1.0000
   0.000   0.6011   0.00779   0.00298  -0.1222   0.8644   1.0000
   0.500   0.6557   0.00786   0.00291  -0.1212   0.8293   1.0000
   1.000   0.7101   0.00804   0.00295  -0.1204   0.7934   1.0000
   1.500   0.7638   0.00831   0.00310  -0.1196   0.7536   1.0000
   2.000   0.8172   0.00866   0.00335  -0.1188   0.7121   1.0000
   2.500   0.8697   0.00906   0.00364  -0.1179   0.6656   1.0000
   3.000   0.9201   0.00958   0.00399  -0.1165   0.6005   1.0000
   3.500   0.9689   0.01034   0.00449  -0.1151   0.5313   1.0000
   4.000   1.0113   0.01164   0.00516  -0.1127   0.3924   1.0000
   4.500   1.0495   0.01380   0.00641  -0.1103   0.2033   1.0000
   5.000   1.0874   0.01620   0.00799  -0.1078   0.0576   1.0000
   5.500   1.1268   0.01850   0.01019  -0.1049   0.0265   1.0000
   6.000   1.1618   0.02117   0.01304  -0.1011   0.0226   1.0000
   6.500   1.1991   0.02365   0.01573  -0.0979   0.0195   1.0000
   7.000   1.2367   0.02704   0.01942  -0.0946   0.0181   1.0000
   7.500   1.2778   0.03172   0.02454  -0.0918   0.0178   1.0000
   8.000   1.3124   0.03689   0.03027  -0.0885   0.0170   1.0000
   8.500   1.3260   0.04684   0.04139  -0.0815   0.0196   1.0000
