  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.289 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.2205   0.01130   0.00474  -0.1127   0.9642   0.1899
  -1.500   0.3006   0.01061   0.00429  -0.1180   0.9584   0.2641
  -1.000   0.3717   0.00991   0.00398  -0.1212   0.9477   0.3746
  -0.500   0.4388   0.00899   0.00373  -0.1235   0.9351   0.5749
   0.000   0.4944   0.00779   0.00335  -0.1222   0.9181   1.0000
   0.500   0.5526   0.00767   0.00310  -0.1220   0.8960   1.0000
   1.000   0.6092   0.00763   0.00295  -0.1214   0.8701   1.0000
   1.500   0.6642   0.00771   0.00292  -0.1206   0.8395   1.0000
   2.000   0.7177   0.00787   0.00291  -0.1194   0.7995   1.0000
   2.500   0.7699   0.00814   0.00299  -0.1179   0.7488   1.0000
   3.000   0.8229   0.00849   0.00321  -0.1169   0.7065   1.0000
   3.500   0.8754   0.00891   0.00352  -0.1159   0.6624   1.0000
   4.000   0.9263   0.00942   0.00387  -0.1145   0.6060   1.0000
   4.500   0.9753   0.01007   0.00432  -0.1129   0.5338   1.0000
   5.000   1.0206   0.01109   0.00490  -0.1108   0.4192   1.0000
   5.500   1.0560   0.01347   0.00615  -0.1078   0.2047   1.0000
   6.000   1.0942   0.01578   0.00771  -0.1052   0.0755   1.0000
   6.500   1.1337   0.01792   0.00973  -0.1023   0.0415   1.0000
   7.000   1.1716   0.02009   0.01201  -0.0990   0.0321   1.0000
   7.500   1.2072   0.02258   0.01460  -0.0956   0.0272   1.0000
   8.000   1.2438   0.02601   0.01828  -0.0921   0.0249   1.0000
   8.500   1.2846   0.02860   0.02113  -0.0896   0.0221   1.0000
   9.000   1.3227   0.03203   0.02489  -0.0868   0.0204   1.0000
   9.500   1.3555   0.03748   0.03077  -0.0836   0.0193   1.0000
  10.500   1.3630   0.05146   0.04628  -0.0705   0.0178   1.0000
  11.000   1.3360   0.05850   0.05390  -0.0614   0.0179   1.0000
