  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (original)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.243 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.3564   0.01098   0.00459  -0.1210   0.9524   0.3334
  -1.500   0.4255   0.01023   0.00430  -0.1238   0.9398   0.4731
  -1.000   0.4821   0.00871   0.00397  -0.1229   0.9249   1.0000
  -0.500   0.5426   0.00854   0.00366  -0.1232   0.9041   1.0000
   0.000   0.6004   0.00837   0.00338  -0.1227   0.8765   1.0000
   0.500   0.6556   0.00836   0.00324  -0.1218   0.8431   1.0000
   1.000   0.7102   0.00848   0.00324  -0.1209   0.8079   1.0000
   1.500   0.7639   0.00872   0.00336  -0.1199   0.7687   1.0000
   2.000   0.8173   0.00904   0.00360  -0.1191   0.7278   1.0000
   2.500   0.8699   0.00943   0.00390  -0.1181   0.6831   1.0000
   3.000   0.9205   0.00991   0.00424  -0.1167   0.6231   1.0000
   3.500   0.9694   0.01059   0.00470  -0.1151   0.5539   1.0000
   4.000   1.0125   0.01172   0.00530  -0.1127   0.4213   1.0000
   4.500   1.0487   0.01397   0.00653  -0.1098   0.2230   1.0000
   5.000   1.0880   0.01612   0.00800  -0.1076   0.0893   1.0000
   5.500   1.1225   0.01908   0.01062  -0.1039   0.0299   1.0000
   6.000   1.1572   0.02176   0.01342  -0.1003   0.0242   1.0000
   6.500   1.1932   0.02462   0.01649  -0.0967   0.0218   1.0000
   7.000   1.2330   0.02812   0.02032  -0.0938   0.0200   1.0000
   7.500   1.2754   0.03315   0.02586  -0.0911   0.0197   1.0000
   8.000   1.3081   0.03974   0.03323  -0.0870   0.0200   1.0000
   8.500   1.3224   0.04747   0.04182  -0.0810   0.0206   1.0000
   9.000   1.2339   0.04649   0.04173  -0.0617   0.0218   1.0000
   9.500   1.1943   0.05516   0.05081  -0.0522   0.0230   1.0000
