  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.037 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.0229   0.02874   0.01765  -0.0792   1.0000   0.3459
  -1.500   0.0821   0.02664   0.01524  -0.0799   1.0000   0.4384
  -1.000   0.1377   0.02458   0.01351  -0.0795   1.0000   0.5869
  -0.500   0.1807   0.02250   0.01182  -0.0778   1.0000   1.0000
   0.000   0.2306   0.02357   0.01204  -0.0786   1.0000   1.0000
   0.500   0.2755   0.02484   0.01283  -0.0788   1.0000   1.0000
   1.000   0.3177   0.02635   0.01405  -0.0789   1.0000   1.0000
   1.500   0.3579   0.02812   0.01564  -0.0791   1.0000   1.0000
   2.000   0.3962   0.03016   0.01760  -0.0795   1.0000   1.0000
   2.500   0.4326   0.03248   0.01991  -0.0799   1.0000   1.0000
   3.000   0.4673   0.03507   0.02256  -0.0805   1.0000   1.0000
   3.500   0.5003   0.03794   0.02557  -0.0812   1.0000   1.0000
   4.000   0.5619   0.04146   0.02932  -0.0875   0.9845   1.0000
   4.500   0.6548   0.04503   0.03337  -0.0986   0.9411   1.0000
   5.000   0.7506   0.04756   0.03651  -0.1076   0.8834   1.0000
   5.500   0.8565   0.04791   0.03777  -0.1135   0.8099   1.0000
   6.000   1.0260   0.03863   0.03019  -0.1130   0.6994   1.0000
   6.500   1.0911   0.03033   0.02110  -0.0913   0.4221   1.0000
   7.000   1.1126   0.03669   0.02527  -0.0829   0.2309   1.0000
   7.500   1.1708   0.04366   0.03212  -0.0815   0.1677   1.0000
   8.000   1.2165   0.05119   0.04042  -0.0790   0.1457   1.0000
   8.500   1.2524   0.05984   0.04969  -0.0761   0.1358   1.0000
   9.000   1.2562   0.06915   0.06023  -0.0709   0.1344   1.0000
   9.500   1.2425   0.07905   0.07100  -0.0662   0.1344   1.0000
  10.000   1.2217   0.08960   0.08204  -0.0627   0.1358   1.0000
  10.500   1.1372   0.10229   0.09519  -0.0622   0.1484   1.0000
  11.000   0.8698   0.12274   0.11572  -0.0649   0.1896   1.0000
  12.000   0.9515   0.17066   0.16308  -0.1203   0.3704   1.0000
  12.500   0.9767   0.18109   0.17357  -0.1207   0.3461   1.0000
  13.000   0.9733   0.18708   0.17950  -0.1227   0.3289   1.0000
  13.500   0.9837   0.19457   0.18700  -0.1244   0.3091   1.0000
