  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.151 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.0990   0.01646   0.00849  -0.0911   0.9950   0.1809
  -1.500   0.1845   0.01590   0.00817  -0.0979   0.9852   0.2574
  -1.000   0.2677   0.01525   0.00798  -0.1041   0.9736   0.3750
  -0.500   0.3395   0.01344   0.00781  -0.1069   0.9623   0.8880
   0.000   0.4217   0.01327   0.00733  -0.1123   0.9460   1.0000
   0.500   0.5042   0.01301   0.00691  -0.1176   0.9314   1.0000
   1.000   0.5821   0.01262   0.00646  -0.1215   0.9158   1.0000
   1.500   0.6474   0.01236   0.00620  -0.1226   0.8932   1.0000
   2.000   0.7122   0.01206   0.00591  -0.1233   0.8705   1.0000
   2.500   0.7696   0.01186   0.00575  -0.1223   0.8394   1.0000
   3.000   0.8227   0.01164   0.00545  -0.1199   0.7944   1.0000
   3.500   0.8757   0.01183   0.00564  -0.1182   0.7536   1.0000
   4.000   0.9274   0.01214   0.00593  -0.1164   0.7089   1.0000
   4.500   0.9767   0.01253   0.00628  -0.1140   0.6514   1.0000
   5.000   1.0224   0.01310   0.00667  -0.1110   0.5707   1.0000
   5.500   1.0623   0.01419   0.00731  -0.1073   0.4356   1.0000
   6.000   1.0845   0.01760   0.00916  -0.1020   0.1738   1.0000
   6.500   1.1115   0.02121   0.01202  -0.0972   0.0740   1.0000
   7.000   1.1447   0.02425   0.01504  -0.0932   0.0546   1.0000
   7.500   1.1838   0.02832   0.01911  -0.0903   0.0459   1.0000
   8.000   1.2292   0.03136   0.02250  -0.0880   0.0398   1.0000
   8.500   1.2747   0.03639   0.02788  -0.0861   0.0370   1.0000
   9.000   1.3077   0.04550   0.03778  -0.0831   0.0355   1.0000
   9.500   1.3225   0.05095   0.04417  -0.0770   0.0343   1.0000
  10.000   1.3302   0.06084   0.05472  -0.0719   0.0358   1.0000
