  
       XFOIL         Version 6.99
  
 Calculated polar for: AG14                                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.0045   0.00779   0.00185  -0.0456   1.0000   0.0451
  -1.500   0.0499   0.00689   0.00154  -0.0457   1.0000   0.2028
  -1.000   0.1185   0.00596   0.00142  -0.0490   0.9921   0.4618
  -0.500   0.1884   0.00443   0.00130  -0.0514   0.9647   1.0000
   0.000   0.2518   0.00446   0.00110  -0.0522   0.9010   1.0000
   0.500   0.3019   0.00476   0.00100  -0.0501   0.8124   1.0000
   1.000   0.3535   0.00520   0.00099  -0.0486   0.7196   1.0000
   1.500   0.4064   0.00568   0.00105  -0.0477   0.6270   1.0000
   2.000   0.4600   0.00619   0.00119  -0.0471   0.5390   1.0000
   2.500   0.5140   0.00671   0.00137  -0.0466   0.4589   1.0000
   3.000   0.5681   0.00724   0.00165  -0.0463   0.3858   1.0000
   3.500   0.6221   0.00780   0.00196  -0.0460   0.3185   1.0000
   4.000   0.6759   0.00842   0.00235  -0.0457   0.2548   1.0000
   4.500   0.7294   0.00910   0.00285  -0.0453   0.1949   1.0000
   5.000   0.7826   0.00986   0.00343  -0.0450   0.1419   1.0000
   5.500   0.8352   0.01072   0.00417  -0.0446   0.0988   1.0000
   6.000   0.8876   0.01162   0.00501  -0.0441   0.0670   1.0000
   6.500   0.9394   0.01263   0.00598  -0.0436   0.0411   1.0000
   7.000   0.9898   0.01398   0.00737  -0.0429   0.0210   1.0000
   7.500   1.0380   0.01604   0.00964  -0.0416   0.0120   1.0000
   8.000   1.0775   0.02034   0.01443  -0.0393   0.0091   1.0000
   8.500   1.1239   0.02225   0.01664  -0.0381   0.0076   1.0000
   9.000   1.1630   0.02595   0.02085  -0.0363   0.0068   1.0000
   9.500   1.1968   0.03008   0.02546  -0.0344   0.0060   1.0000
  10.000   1.2101   0.03748   0.03360  -0.0317   0.0056   1.0000
  10.500   1.2003   0.04638   0.04324  -0.0293   0.0055   1.0000
  11.000   1.1717   0.05506   0.05239  -0.0301   0.0056   1.0000
  11.500   1.1429   0.07085   0.06859  -0.0446   0.0057   1.0000
