  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (original)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.214 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.3345   0.01201   0.00538  -0.1173   0.9543   0.3340
  -1.500   0.4087   0.01119   0.00511  -0.1213   0.9434   0.4945
  -1.000   0.4702   0.00971   0.00470  -0.1213   0.9297   1.0000
  -0.500   0.5373   0.00943   0.00429  -0.1231   0.9130   1.0000
   0.000   0.5980   0.00919   0.00395  -0.1232   0.8890   1.0000
   0.500   0.6548   0.00905   0.00371  -0.1224   0.8579   1.0000
   1.000   0.7101   0.00907   0.00363  -0.1215   0.8239   1.0000
   1.500   0.7639   0.00925   0.00373  -0.1205   0.7855   1.0000
   2.000   0.8173   0.00954   0.00395  -0.1194   0.7451   1.0000
   2.500   0.8700   0.00991   0.00424  -0.1184   0.7020   1.0000
   3.000   0.9210   0.01035   0.00459  -0.1170   0.6480   1.0000
   3.500   0.9697   0.01095   0.00499  -0.1152   0.5786   1.0000
   4.000   1.0148   0.01188   0.00561  -0.1130   0.4710   1.0000
   4.500   1.0490   0.01405   0.00664  -0.1095   0.2543   1.0000
   5.000   1.0878   0.01620   0.00821  -0.1072   0.1357   1.0000
   5.500   1.1185   0.01964   0.01099  -0.1030   0.0344   1.0000
   6.000   1.1550   0.02209   0.01359  -0.0996   0.0274   1.0000
   6.500   1.1864   0.02585   0.01743  -0.0955   0.0240   1.0000
   7.000   1.2284   0.02929   0.02118  -0.0929   0.0220   1.0000
   7.500   1.2715   0.03444   0.02690  -0.0903   0.0216   1.0000
   8.000   1.3035   0.04151   0.03475  -0.0864   0.0223   1.0000
   8.500   1.3178   0.04895   0.04300  -0.0807   0.0224   1.0000
