  
       XFOIL         Version 6.99
  
 Calculated polar for: AG35                                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.0451   0.01804   0.00841  -0.0281   1.0000   1.0000
  -1.500   0.0816   0.01925   0.00932  -0.0280   1.0000   1.0000
  -1.000   0.1266   0.02092   0.01074  -0.0306   0.9956   1.0000
  -0.500   0.2486   0.02274   0.01232  -0.0460   0.9563   1.0000
   0.000   0.3502   0.02400   0.01354  -0.0563   0.9151   1.0000
   0.500   0.4440   0.02487   0.01446  -0.0639   0.8752   1.0000
   1.000   0.5281   0.02528   0.01500  -0.0680   0.8364   1.0000
   1.500   0.5970   0.02549   0.01537  -0.0683   0.7960   1.0000
   2.000   0.6538   0.02579   0.01582  -0.0661   0.7533   1.0000
   2.500   0.7063   0.02606   0.01626  -0.0629   0.7092   1.0000
   3.000   0.7568   0.02623   0.01655  -0.0590   0.6624   1.0000
   3.500   0.8057   0.02646   0.01691  -0.0549   0.6110   1.0000
   4.000   0.8530   0.02735   0.01783  -0.0509   0.5547   1.0000
   4.500   0.8984   0.02863   0.01918  -0.0472   0.4945   1.0000
   5.000   0.9436   0.02968   0.02026  -0.0437   0.4339   1.0000
   5.500   0.9890   0.03057   0.02109  -0.0402   0.3737   1.0000
   6.000   1.0294   0.03246   0.02300  -0.0369   0.3114   1.0000
   6.500   1.0679   0.03520   0.02573  -0.0338   0.2518   1.0000
   7.000   1.1025   0.03889   0.02938  -0.0307   0.1978   1.0000
   7.500   1.1321   0.04385   0.03455  -0.0275   0.1562   1.0000
   8.000   1.1547   0.05007   0.04128  -0.0243   0.1296   1.0000
   8.500   1.1615   0.05790   0.04984  -0.0208   0.1159   1.0000
   9.000   1.1670   0.06582   0.05814  -0.0181   0.1062   1.0000
   9.500   1.1283   0.07575   0.06875  -0.0152   0.1059   1.0000
  10.000   1.0847   0.08648   0.07978  -0.0153   0.1068   1.0000
