  
       XFOIL         Version 6.99
  
 Calculated polar for: AG45c -03f                                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.1608   0.02299   0.01246  -0.0324   1.0000   0.1459
  -1.500  -0.1059   0.01907   0.00895  -0.0308   1.0000   0.2571
  -1.000  -0.0492   0.01405   0.00637  -0.0270   1.0000   1.0000
  -0.500   0.0015   0.01403   0.00559  -0.0267   1.0000   1.0000
   0.000   0.0477   0.01420   0.00528  -0.0263   1.0000   1.0000
   0.500   0.0863   0.01478   0.00553  -0.0260   1.0000   1.0000
   1.000   0.1247   0.01579   0.00621  -0.0268   1.0000   1.0000
   1.500   0.2085   0.01708   0.00726  -0.0362   0.9745   1.0000
   2.000   0.3402   0.01787   0.00798  -0.0516   0.9169   1.0000
   2.500   0.4245   0.01852   0.00861  -0.0557   0.8593   1.0000
   3.000   0.4790   0.01945   0.00948  -0.0534   0.8046   1.0000
   3.500   0.5260   0.02063   0.01064  -0.0498   0.7527   1.0000
   4.000   0.5706   0.02203   0.01198  -0.0457   0.7026   1.0000
   4.500   0.6151   0.02345   0.01351  -0.0422   0.6492   1.0000
   5.000   0.6607   0.02445   0.01459  -0.0386   0.5959   1.0000
   5.500   0.7069   0.02527   0.01553  -0.0348   0.5414   1.0000
   6.000   0.7536   0.02607   0.01636  -0.0311   0.4846   1.0000
   6.500   0.8009   0.02705   0.01735  -0.0276   0.4257   1.0000
   7.000   0.8478   0.02864   0.01901  -0.0248   0.3646   1.0000
   7.500   0.8940   0.03067   0.02110  -0.0223   0.3054   1.0000
   8.000   0.9389   0.03339   0.02398  -0.0201   0.2504   1.0000
   8.500   0.9829   0.03682   0.02738  -0.0179   0.2023   1.0000
   9.000   1.0204   0.04215   0.03328  -0.0163   0.1638   1.0000
   9.500   1.0487   0.04930   0.04125  -0.0151   0.1377   1.0000
  10.000   1.0534   0.06078   0.05376  -0.0158   0.1294   1.0000
  10.500   1.0459   0.07157   0.06510  -0.0177   0.1224   1.0000
  11.000   1.0241   0.08392   0.07767  -0.0215   0.1205   1.0000
  11.500   0.9191   0.11769   0.11112  -0.0505   0.1607   1.0000
  12.000   0.6679   0.13577   0.12897  -0.0563   0.3106   1.0000
  12.500   0.6874   0.14443   0.13775  -0.0557   0.2847   1.0000
  13.000   0.6849   0.15107   0.14443  -0.0563   0.2707   1.0000
  13.500   0.6721   0.15510   0.14847  -0.0569   0.2557   1.0000
  14.000   0.6611   0.15842   0.15182  -0.0572   0.2384   1.0000
  14.500   0.6630   0.16416   0.15765  -0.0580   0.2260   1.0000
  15.000   0.6661   0.16988   0.16342  -0.0590   0.2129   1.0000
