  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (original)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.197 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.3188   0.01274   0.00593  -0.1146   0.9564   0.3321
  -1.500   0.3955   0.01189   0.00569  -0.1192   0.9464   0.5062
  -1.000   0.4621   0.01043   0.00522  -0.1204   0.9343   1.0000
  -0.500   0.5309   0.01014   0.00480  -0.1225   0.9173   1.0000
   0.000   0.5960   0.00982   0.00439  -0.1235   0.8971   1.0000
   0.500   0.6544   0.00957   0.00407  -0.1230   0.8680   1.0000
   1.000   0.7092   0.00955   0.00397  -0.1219   0.8333   1.0000
   1.500   0.7639   0.00967   0.00401  -0.1209   0.7972   1.0000
   2.000   0.8172   0.00992   0.00421  -0.1198   0.7565   1.0000
   2.500   0.8700   0.01027   0.00450  -0.1186   0.7142   1.0000
   3.000   0.9213   0.01069   0.00485  -0.1172   0.6637   1.0000
   3.500   0.9699   0.01123   0.00523  -0.1153   0.5945   1.0000
   4.000   1.0153   0.01214   0.00584  -0.1130   0.5020   1.0000
   4.500   1.0510   0.01397   0.00673  -0.1095   0.2934   1.0000
   5.000   1.0868   0.01638   0.00840  -0.1068   0.1573   1.0000
   5.500   1.1153   0.02012   0.01136  -0.1022   0.0381   1.0000
   6.000   1.1506   0.02272   0.01408  -0.0987   0.0297   1.0000
   6.500   1.1863   0.02568   0.01717  -0.0951   0.0262   1.0000
   7.000   1.2254   0.03033   0.02199  -0.0924   0.0232   1.0000
   7.500   1.2690   0.03548   0.02773  -0.0900   0.0227   1.0000
   8.000   1.3008   0.04314   0.03614  -0.0863   0.0233   1.0000
   8.500   1.3249   0.04999   0.04364  -0.0818   0.0243   1.0000
   9.000   1.2022   0.05500   0.05061  -0.0566   0.0362   1.0000
