  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.186 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.1489   0.01474   0.00724  -0.1002   0.9838   0.1889
  -1.500   0.2284   0.01412   0.00685  -0.1055   0.9730   0.2636
  -1.000   0.3068   0.01338   0.00660  -0.1106   0.9614   0.3824
  -0.500   0.3793   0.01179   0.00640  -0.1138   0.9512   0.7787
   0.000   0.4563   0.01122   0.00580  -0.1176   0.9370   1.0000
   0.500   0.5302   0.01089   0.00534  -0.1208   0.9216   1.0000
   1.000   0.5990   0.01054   0.00493  -0.1227   0.9036   1.0000
   1.500   0.6595   0.01035   0.00472  -0.1227   0.8795   1.0000
   2.000   0.7174   0.01025   0.00459  -0.1222   0.8520   1.0000
   2.500   0.7713   0.01017   0.00444  -0.1204   0.8126   1.0000
   3.000   0.8234   0.01030   0.00445  -0.1185   0.7663   1.0000
   3.500   0.8760   0.01062   0.00473  -0.1171   0.7245   1.0000
   4.000   0.9274   0.01103   0.00506  -0.1155   0.6776   1.0000
   4.500   0.9761   0.01153   0.00544  -0.1133   0.6136   1.0000
   5.000   1.0220   0.01224   0.00594  -0.1108   0.5286   1.0000
   5.500   1.0597   0.01373   0.00671  -0.1072   0.3578   1.0000
   6.000   1.0865   0.01704   0.00867  -0.1029   0.1354   1.0000
   6.500   1.1182   0.02011   0.01120  -0.0989   0.0602   1.0000
   7.000   1.1504   0.02321   0.01431  -0.0947   0.0459   1.0000
   7.500   1.1903   0.02565   0.01694  -0.0918   0.0384   1.0000
   8.000   1.2325   0.03006   0.02154  -0.0893   0.0342   1.0000
   8.500   1.2774   0.03461   0.02662  -0.0869   0.0322   1.0000
   9.000   1.3135   0.03867   0.03116  -0.0839   0.0289   1.0000
   9.500   1.3389   0.04539   0.03865  -0.0794   0.0285   1.0000
  10.000   1.3261   0.05682   0.05141  -0.0704   0.0315   1.0000
