r, v_axial, v_tangential, inflowangle, alpha, Faxial, Ftan, Gammas, v_rot_norm, v_rot_a, v_rot_t, u, v, w, Cl, Cd,  misc
1.157307621356134658e-01,-1.001013222484048226e+00,4.725952489502392773e+00,2.087269803617823327e-01,3.040824954759855814e+00,9.254589509495781199e-03,3.591194765584158378e-03,5.262614494597681741e-02,4.714406560484031061e+00,0.000000000000000000e+00,4.714406560484031061e+00,1.154592901836209995e-02,1.310041442920040211e-01,-1.001013222484048226e+00,2.178749456661048245e-01,3.548047899082650003e-02,3.269465893210380455e+04,3.114239290141824767e+00,1.000000000000000056e-01,6.022254132713970876e+01
1.469546152836118391e-01,-1.125290552294934354e+00,5.975291302312652597e+00,1.861438126887340339e-01,4.168078483795133238e+00,2.197712115438425068e-02,6.655147070715106659e-03,9.891479085474338961e-02,5.986340965893217181e+00,0.000000000000000000e+00,5.986340965893217181e+00,-1.104966358056455600e-02,1.713505286936077843e-01,-1.125290552294934354e+00,3.253579990573062797e-01,3.524287204845019672e-02,4.115138914941919211e+04,7.367523918820430673e+00,1.000000000000000056e-01,4.970965810709449428e+00
1.777003428073752611e-01,-1.272518106393614401e+00,7.193313685788501388e+00,1.750914307186637597e-01,4.634666657579977311e+00,3.896501232897054551e-02,1.022461700756104909e-02,1.470821895747599917e-01,7.238798453169025926e+00,0.000000000000000000e+00,7.238798453169025926e+00,-4.548476738052495416e-02,1.924550175030267374e-01,-1.272518106393614401e+00,4.026871702704276634e-01,3.290324996497177162e-02,4.943993524594319024e+04,1.316178053689391447e+01,1.000000000000000056e-01,4.327780430851677806e+01
2.079624211496821362e-01,-1.431128673412019658e+00,8.384396681574720844e+00,1.690602365832309939e-01,4.813561960297661813e+00,6.034501499142981562e-02,1.426160547425607897e-02,1.978532913033306806e-01,8.471554014768758023e+00,0.000000000000000000e+00,8.471554014768758023e+00,-8.715733319403673462e-02,1.822931977481641874e-01,-1.431128673412019658e+00,4.652259004749046412e-01,2.935552038516520135e-02,5.756592495486935513e+04,2.061512274150753754e+01,1.000000000000000056e-01,8.751993555578785333e-01
2.377354136422590580e-01,-1.595150105377534100e+00,9.554176225112888332e+00,1.654325258161388201e-01,4.854747809879544462e+00,8.621133814723178079e-02,1.875010771578950602e-02,2.515159103489140735e-01,9.684386182656584907e+00,0.000000000000000000e+00,9.684386182656584907e+00,-1.302099575436963530e-01,1.469268003777128573e-01,-1.595150105377534100e+00,5.193150372407937532e-01,2.532233606133420939e-02,6.555728156946015952e+04,2.984446766172812104e+01,1.000000000000000056e-01,1.415438169877591079e+00
2.670139714824940613e-01,-1.766448404977894793e+00,1.070462110520821852e+01,1.635435268948181031e-01,4.796312808909320324e+00,1.161736970018058535e-01,2.363377411958589996e-02,3.070620233928795240e-01,1.087707706809091768e+01,0.000000000000000000e+00,1.087707706809091768e+01,-1.724559628826998758e-01,9.764229292796994253e-02,-1.766448404977894793e+00,5.660435848043504636e-01,2.103964047112234434e-02,7.342818874558158859e+04,4.080999760463558346e+01,1.000000000000000056e-01,1.611547547299620646e+02
2.957928346943640152e-01,-1.916286379178170574e+00,1.184346342391146756e+01,1.604109895821460852e-01,4.809127309426012076e+00,1.483209844464106753e-01,2.863778475992782499e-02,3.601290939519694589e-01,1.204941240076873932e+01,0.000000000000000000e+00,1.204941240076873932e+01,-2.059489768572709822e-01,4.194786101624510544e-02,-1.916286379178170574e+00,6.003396324509847615e-01,1.820893220640682278e-02,8.119848572799289832e+04,5.292781196978882718e+01,1.000000000000000056e-01,3.131994454807056627e+01
3.240668330734038927e-01,-2.002630028108733029e+00,1.298032044422358489e+01,1.530750865253915072e-01,5.062776926828503221e+00,1.803075355715251515e-01,3.330013274747745111e-02,4.065422266207979196e-01,1.320118156731985160e+01,0.000000000000000000e+00,1.320118156731985160e+01,-2.208611230962673755e-01,-1.718933713766172822e-02,-2.002630028108733029e+00,6.190724101067355267e-01,1.830032727835571860e-02,8.888963322190634790e+04,6.540858337573546066e+01,1.000000000000000056e-01,1.924746992780326309e+02
3.518308871155490514e-01,-2.089060406555998561e+00,1.409817915065844574e+01,1.471089830428257972e-01,5.237942809851153569e+00,2.131244463287728652e-01,3.787846555466720805e-02,4.505419107917971178e-01,1.433217764914418169e+01,0.000000000000000000e+00,1.433217764914418169e+01,-2.339984984857367278e-01,-8.017970198597207387e-02,-2.089060406555998561e+00,6.322449383610576623e-01,1.820336393607548467e-02,9.645769549791826284e+04,7.865932045851239707e+01,1.000000000000000056e-01,2.024971874158151763e+02
3.790800089296826325e-01,-2.171207899205107594e+00,1.519691926828259199e+01,1.419112050528780755e-01,5.369086884854484154e+00,2.466365219415786458e-01,4.235494486308961914e-02,4.928419763884365756e-01,1.544219745958529977e+01,0.000000000000000000e+00,1.544219745958529977e+01,-2.452781913027070049e-01,-1.483621168039046256e-01,-2.171207899205107594e+00,6.420871378900689930e-01,1.808601495247174132e-02,1.038964982604863326e+05,9.268017737683808832e+01,1.000000000000000056e-01,1.470000000000000000e+02
4.058093031337237089e-01,-2.247701101356672115e+00,1.627598520446100139e+01,1.372312305454570502e-01,5.470563005691858827e+00,2.806399848553162713e-01,4.666041491970653737e-02,5.338225723766671926e-01,1.653104158043345606e+01,0.000000000000000000e+00,1.653104158043345606e+01,-2.550563759724541191e-01,-2.218844878473755500e-01,-2.247701101356672115e+00,6.497961649062666822e-01,1.789077175652232371e-02,1.112005938725412707e+05,1.074440629028273122e+02,1.000000000000000056e-01,1.020000000000000000e+02
