r, v_axial, v_tangential, inflowangle, alpha, Faxial, Ftan, Gammas, v_rot_norm, v_rot_a, v_rot_t, u, v, w, Cl, Cd,  misc
1.056962025316455778e-01,-5.080487073883346305e-01,3.867392895835888300e+00,1.306192799955758210e-01,7.516066533215922441e+00,2.806009759241623065e-03,1.180277887604766571e-03,5.393199704939981298e-02,4.294570413122452024e+00,0.000000000000000000e+00,4.294570413122452024e+00,-4.271775172865636128e-01,-7.871117734100725460e-01,-5.080487073883346305e-01,2.765303433110489761e-01,7.580011529197457076e-02,2.639922802129017509e+04,2.577011238941722127e+00,1.000000000000000056e-01,1.500000000000000000e+01,4.739134655536006591e+01
1.170886075949367222e-01,-4.260679642332814154e-01,4.548065216423578860e+00,9.340852719484797617e-02,9.545521518638134140e+00,5.016885061840161038e-03,1.897987442170504923e-03,8.113097344821451617e-02,4.757458242081758826e+00,0.000000000000000000e+00,4.757458242081758826e+00,-2.093930256581799099e-01,-7.248094809169161046e-01,-4.260679642332814154e-01,3.552160678356394152e-01,9.764749000750626295e-02,3.091587921567900048e+04,4.539906113128477472e+00,1.000000000000000056e-01,1.489743589743589780e+01,4.001335792434279170e+00
1.284810126582278389e-01,-3.841170894002805536e-01,5.172576088531115168e+00,7.412425197138179656e-02,1.054786499734734662e+01,7.370288645827960568e-03,2.590409978339769555e-03,1.041903291987045233e-01,5.220346071041063851e+00,0.000000000000000000e+00,5.220346071041063851e+00,-4.776998250994890505e-02,-6.382644441172308225e-01,-3.841170894002805536e-01,4.017504173225679431e-01,1.085349626471702467e-01,3.510416042978675978e+04,6.620100511429463985e+00,1.000000000000000056e-01,1.479487179487179560e+01,1.803313653019747420e+01
1.398734177215189833e-01,-3.575817361542912298e-01,5.770178403383837917e+00,6.189150755334284215e-02,1.114618552179909017e+01,9.939999212661381270e-03,3.293255977518044515e-03,1.254895168252001258e-01,5.683233900000369765e+00,0.000000000000000000e+00,5.683233900000369765e+00,8.694450338346804141e-02,-5.172212565322225064e-01,-3.575817361542912298e-01,4.341260854350699749e-01,1.145763088596679219e-01,3.912722805199608410e+04,8.887203213578537486e+00,1.000000000000000056e-01,1.469230769230769162e+01,7.863447532695555520e-01
1.512658227848101278e-01,-3.509875022481621087e-01,6.354967188046805937e+00,5.517436355467910530e-02,1.142848542074004925e+01,1.265477968996698080e-02,4.002962659115506631e-03,1.447400882157966195e-01,6.146121728959676567e+00,0.000000000000000000e+00,6.146121728959676567e+00,2.088454590871297034e-01,-3.482261980629849374e-01,-3.509875022481621087e-01,4.548248086793914013e-01,1.167111160101909212e-01,4.307568614060393156e+04,1.128494946836323720e+01,1.000000000000000056e-01,1.458974358974358942e+01,3.654944043099962681e+00
1.626582278481012722e-01,-3.765177621028650279e-01,6.927226482625197690e+00,5.429989027067584628e-02,1.137602494664627883e+01,1.532322011900104364e-02,4.690943453708995223e-03,1.606663455926292672e-01,6.609009557918982480e+00,0.000000000000000000e+00,6.609009557918982480e+00,3.182169247062152095e-01,-1.317599619931877908e-01,-3.765177621028650279e-01,4.631855076253501013e-01,1.147119697955738538e-01,4.695236466184652818e+04,1.365403359069477673e+01,1.000000000000000056e-01,1.448717948717948723e+01,1.014575073716077043e+02
1.740506329113924167e-01,-4.410822351468870473e-01,7.475385079902346241e+00,5.893628415694877193e-02,1.100781504223848017e+01,1.769386554087391469e-02,5.315283945478478135e-03,1.720120031702187524e-01,7.071897386878289282e+00,0.000000000000000000e+00,7.071897386878289282e+00,4.034876930240567372e-01,1.041364586597196829e-01,-4.410822351468870473e-01,4.594100504228547655e-01,1.089691841189399796e-01,5.068107032569311559e+04,1.577913215464156060e+01,1.000000000000000056e-01,1.438461538461538503e+01,4.808945678136777246e+01
1.854430379746835611e-01,-5.390664000682354740e-01,7.986282352062005430e+00,6.739680908635448109e-02,1.042049856875421376e+01,1.959843360200677620e-02,5.842524285461416639e-03,1.785678245387111729e-01,7.534785215837595196e+00,0.000000000000000000e+00,7.534785215837595196e+00,4.514971362244106778e-01,3.133174077692536530e-01,-5.390664000682354740e-01,4.461711125018055224e-01,1.008631557888392954e-01,5.417379703618729400e+04,1.750939202043459275e+01,1.000000000000000056e-01,1.428205128205128283e+01,1.495469641529754767e+02
1.968354430379747055e-01,-6.564284547112868573e-01,8.456897248932488509e+00,7.746515852873191166e-02,9.741060536478986620e+00,2.105873727396089662e-02,6.270835409730858394e-03,1.814616726125167778e-01,7.997673044796901998e+00,0.000000000000000000e+00,7.997673044796901998e+00,4.592242041355862892e-01,4.610747019570538008e-01,-6.564284547112868573e-01,4.278578314557738294e-01,9.206821758937461242e-02,5.740806930486456986e+04,1.885542968323347068e+01,1.000000000000000056e-01,1.417948717948717885e+01,1.625793348820760400e+02
2.082278481012658222e-01,-7.799467949035983061e-01,8.895065170379966801e+00,8.745940837044637040e-02,9.065868098585355028e+00,2.224522318348702218e-02,6.630027932331678149e-03,1.824793298766312077e-01,8.460560873756207911e+00,0.000000000000000000e+00,8.460560873756207911e+00,4.345042966237594451e-01,5.398319458570883800e-01,-7.799467949035983061e-01,4.087252176944110027e-01,8.378960632059057057e-02,6.043238877712831891e+04,1.996006825377244098e+01,1.000000000000000056e-01,1.407692307692307665e+01,2.370000000000000000e+02
